Invoice ID,Branch,Customer type,Product line,Total,Date,Rating,Hour
INV-1982,B,Normal,Health & Beauty,647.8,2024-05-02 18:00:00,6.7,18
INV-1983,A,Member,Electronic accessories,673.27,2024-05-02 21:00:00,5.4,21
INV-1984,A,Member,Electronic accessories,179.45,2024-05-03 00:00:00,7.7,0
INV-1985,A,Normal,Home & Lifestyle,573.78,2024-05-03 03:00:00,5.5,3
INV-1986,A,Normal,Health & Beauty,776.19,2024-05-03 06:00:00,7.5,6
INV-1987,B,Normal,Sports & Travel,508.92,2024-05-03 09:00:00,6.2,9
INV-1988,A,Normal,Fashion accessories,31.86,2024-05-03 12:00:00,8.9,12
INV-1989,B,Member,Sports & Travel,28.86,2024-05-03 15:00:00,8.9,15
INV-1990,B,Member,Fashion accessories,369.89,2024-05-03 18:00:00,6.9,18
INV-1991,C,Normal,Health & Beauty,927.67,2024-05-03 21:00:00,6.1,21
INV-1992,B,Member,Health & Beauty,244.1,2024-05-04 00:00:00,6.2,0
INV-1993,C,Normal,Health & Beauty,641.68,2024-05-04 03:00:00,8.8,3
INV-1994,B,Normal,Electronic accessories,237.63,2024-05-04 06:00:00,6.0,6
INV-1995,B,Member,Fashion accessories,335.24,2024-05-04 09:00:00,5.3,9
INV-1996,B,Normal,Electronic accessories,851.08,2024-05-04 12:00:00,4.5,12
INV-1997,C,Member,Electronic accessories,734.28,2024-05-04 15:00:00,6.8,15
INV-1998,C,Member,Food & beverages,113.49,2024-05-04 18:00:00,6.9,18
INV-1999,A,Member,Sports & Travel,440.13,2024-05-04 21:00:00,9.0,21
